200,11_6520,10384.658275488511,9497.329398164906
201,11_6520,14437.679786251492,15882.415719789711
202,11_6520,14983.389713394938,14838.821441408636
70,11_6520,2081.654397419231,1728.414791816709
200,11_6521,3670.2068166581175,8939.514051525168
201,11_6521,7925.571132537253,15242.042039361355
202,11_6521,8461.01951020017,14192.541601018847
3,11_6521,12838.337149413692,1245.987905636658
201,11_6522,1633.9601495488123,15629.106835639937
202,11_6522,2148.595482727299,14556.379552463437
3,11_6522,6299.842168494037,1423.0626864714595
204,11_6523,15508.36880906421,14611.059385887242
203,11_6524,6989.104071692367,14741.810197961444
204,11_6524,8849.187603660966,14795.212261514855
205,11_6524,10788.853700638003,5977.134545124753
112,11_6525,15213.314771962807,6877.138930974466
115,11_6525,13376.097012569553,9905.512647009671
204,11_6525,2476.954911501385,14911.705936061338
205,11_6525,4314.2542723382085,5815.76057967169
112,11_6526,8752.680594222229,6660.286379178609
115,11_6526,6883.606472345771,9779.522440544237
112,11_6527,2097.137637239589,5927.857435085998
70,12_6602,1678.5209731675686,13288.015904727188
71,12_6602,4081.6299427091535,1811.9186416840503
72,12_6602,8290.717467041408,6873.047641408052
74,12_6602,9111.030363838523,6743.106550345441
75,12_6602,13611.646746277815,2936.2292828722057
3,12_6603,13404.397074084662,11552.530828638648
72,12_6603,1557.1424409413967,5846.857161458577
74,12_6603,2408.9309596916974,5742.835170872115
75,12_6603,7268.644323392046,1880.4741191034045
3,12_6604,7233.200168787619,11834.65834941156
107,12_6605,15455.307168330139,6379.146645826539
108,12_6605,12642.235872302448,5277.535818661385
109,12_6605,11566.342552734057,4378.235670887498
107,12_6606,8785.202542975445,6181.4755796106365
108,12_6606,5914.65963536512,5157.688174663054
109,12_6606,4799.331820943173,4287.867054742519
205,12_6606,13169.272135999374,14560.01978631489
107,12_6607,2627.997715972914,6745.505735250216
205,12_6607,6922.836391436145,15434.837463321095
206,12_6607,11277.503712988819,3726.4329539777773
110,12_6608,14300.816705484061,8187.984770362504
111,12_6608,15230.82578146553,8658.009784383024
112,12_6608,11260.750182066033,16071.96619718436
206,12_6608,4810.9506955634415,3578.379460282803
110,12_6609,8315.201212096805,8156.691111031559
111,12_6609,9269.791272388355,8626.701924371426
112,12_6609,5225.5763315335325,16245.952869160403
126,12_6609,13344.360363073938,2868.985359412358
102,13_6674,2468.250999506504,4456.154488705439
71,13_6674,1518.5200004465441,13679.202044207093
75,13_6674,10762.361624507761,14557.459308722086
76,13_6674,11288.932809300362,10515.455573134364
78,13_6674,10429.022776118052,4307.877046753773
8,13_6674,15968.538251648795,1378.737069255315
9,13_6674,15897.571152050778,1379.7162116637583
5,13_6675,10785.392564543672,9346.128952985655
75,13_6675,4139.400191675046,13108.812894709274
76,13_6675,4732.948608229797,9243.962240750745
78,13_6675,4007.0785276440847,3041.62025429598
108,13_6676,14363.025423885036,16118.593440716666
5,13_6676,4230.721952057528,9123.030114159603
109,13_6677,6653.374306269743,15286.117176467502
29,13_6677,10620.037377753475,2239.9282206960024
107,13_6678,3903.9993004463395,16088.451944674316
108,13_6678,1236.8638008306743,15020.410058165546
29,13_6678,4489.110867928111,1274.393981350634
35,13_6678,16115.352679457985,4941.525859948306
206,13_6679,5661.345487081483,13169.055158810424
35,13_6679,9390.704832994434,4732.92522631332
126,13_6680,12777.700365708919,11293.650081725564
35,13_6680,2757.688358211455,3913.450921317767
43,13_6680,11331.116600129108,1443.3415278631028
