102,14_6772,2837.5160450195435,12338.689287328136
78,14_6772,10866.22331137741,12100.295802931865
87,14_6772,11352.847926598104,2257.80950051519
96,14_6772,2718.4137185273066,2485.961215667402
78,14_6773,4249.90785766948,11923.733056732024
8,14_6773,9991.064265493253,8802.31070809204
87,14_6773,4713.327948939885,2050.520123894953
9,14_6773,9917.058074029388,8803.954929296642
8,14_6774,3719.736554683139,9016.386502294781
9,14_6774,3645.404433974725,9021.503973574581
22,14_6775,10292.449051643029,1397.102782822678
26,14_6775,11424.51803137096,4885.292710865579
27,14_6775,11447.56668131352,5464.820781335388
29,14_6775,11322.708947018178,11849.542583228358
22,14_6776,3626.0826633265287,1045.5863990259877
26,14_6776,4775.467680300007,4590.814529815787
29,14_6776,4644.821224582452,11544.649165453427
35,14_6777,9764.177637917846,14576.824368558939
42,14_6777,14683.974851739344,7062.149883043149
52,14_6777,13941.356370554593,6736.808780791779
146,14_6778,907.5857158572044,1615.9845043846626
35,14_6778,3321.8471045286515,14292.909352445116
42,14_6778,8120.742765003636,6761.919993343364
43,14_6778,11959.765216247135,11409.561084876263
44,14_6778,15953.233209048285,5385.281388262585
47,14_6778,15041.380298672259,1810.9277063761556
52,14_6778,7383.84905624208,6439.326074251452
87,15_6842,14475.244268300434,11174.076743807653
96,15_6842,5827.075165976949,11218.507582865732
15,15_6843,15732.349424461117,4622.851756019212
87,15_6843,7981.27577147695,11232.30404779486
15,15_6844,9311.255218835922,4998.250411989899
87,15_6844,1585.821428487533,11729.830191262161
15,15_6845,2833.3473416238994,5432.165009057717
22,15_6845,13855.48082107733,10851.324156275718
27,15_6845,14953.559572784521,14964.15090175448
65,15_6845,13997.585361984145,2116.872688546391
22,15_6846,7252.988917525873,11048.07404539074
26,15_6846,8387.300756348593,14584.143555080063
27,15_6846,8403.272971836268,15175.334946609259
65,15_6846,7285.0240490985225,2287.7157191105944
146,15_6847,11566.02149019767,11429.50913813219
22,15_6847,966.7203180093711,11487.038632801718
26,15_6847,2304.1704085440324,15030.441106598444
27,15_6847,2348.8226712494625,15634.033565605836
60,15_6847,11010.501556508114,3563.1149376507765
146,15_6848,5768.8716794105285,11131.055443487461
52,15_6848,12496.846303920014,15821.619436637102
56,15_6848,13799.504591058863,7588.6984543879935
60,15_6848,5290.471198217252,3168.4918942272407
44,15_6849,14485.769416447663,14882.656481713468
47,15_6849,13428.222061100994,11261.470757642346
56,15_6849,7086.248416041053,7762.120090789612
